관광지명,주소,타입,경도,위도,firstimage,tel
오렌즈 강남역,"서울특별시 서초구 서초대로77길 3 (서초동, 아라타워 1층)",38,127.0265213615,37.4981130564,http://tong.visitkorea.or.kr/cms/resource/73/2888973_image2_1.jpg,
오렌즈 광화문,"서울특별시 종로구 삼봉로 82, 1층(청진동)",38,126.9817094598,37.5721036569,http://tong.visitkorea.or.kr/cms/resource/17/2878217_image2_1.jpg,
오렌즈 동대문,"서울특별시 중구 장충단로 251, 1층(을지로6가)",38,127.0080710842,37.5672269191,http://tong.visitkorea.or.kr/cms/resource/81/2887981_image2_1.jpg,
오렌즈 명동대사관점,서울특별시 중구 명동2길 50,38,126.9831429698,37.5612521658,http://tong.visitkorea.or.kr/cms/resource/05/2878605_image2_1.jpg,
오렌즈 상수,"서울특별시 마포구 와우산로 61-1, 1층(서교동)",38,126.9229348826,37.5501301576,http://tong.visitkorea.or.kr/cms/resource/76/2887976_image2_1.jpg,
오렌즈 상암 DMC,서울특별시 마포구 월드컵북로 396,38,126.8903675790,37.5794706086,http://tong.visitkorea.or.kr/cms/resource/02/2888302_image2_1.jpg,
오렌즈 신촌명물,"서울특별시 서대문구 명물길 18, 1층(창천동)",38,126.9378666401,37.5577406514,http://tong.visitkorea.or.kr/cms/resource/05/2888205_image2_1.jpg,
오렌즈 압구정로데오,"서울특별시 강남구 압구정로50길 11 , 1층 (신사동, 남송빌딩)",38,127.0382111318,37.5275154077,http://tong.visitkorea.or.kr/cms/resource/30/2879530_image2_1.jpg,
오렌즈 약수,"서울특별시 중구 다산로 117, 103호(신당동)",38,127.0102517980,37.5546561968,http://tong.visitkorea.or.kr/cms/resource/53/2889253_image2_1.jpg,
오렌즈 영등포지하상가,서울특별시 영등포구 영중로 지하 20,38,126.9058567905,37.5179585902,http://tong.visitkorea.or.kr/cms/resource/34/2880034_image2_1.jpg,
오렌즈 한양대,"서울특별시 성동구 사근동길 4 (행당동, 1층서쪽3호)",38,127.0415932363,37.5599894739,http://tong.visitkorea.or.kr/cms/resource/80/2878780_image2_1.jpg,
오렌즈 합정,서울특별시 마포구 독막로 9,38,126.9146273399,37.5489468126,http://tong.visitkorea.or.kr/cms/resource/22/2878322_image2_1.jpg,
오렌즈 현대동대문,서울특별시 중구 장충단로13길 20,38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/31/2889131_image2_1.jpg,
오렌지멀티 MLB 두타,서울특별시 중구 장충단로 275,38,127.0088293006,37.5689100708,http://tong.visitkorea.or.kr/cms/resource/10/2878710_image2_1.jpg,
오로라베이커리카페 성수점,서울특별시 성동구 아차산로 126 (성수동2가),39,127.0580699799,37.5435527909,http://tong.visitkorea.or.kr/cms/resource/88/2900788_image2_1.jpg,
오롯이,서울특별시 성북구 보문로34길 87 (동선동3가),39,127.0201915130,37.5915187584,http://tong.visitkorea.or.kr/cms/resource/75/3449675_image2_1.jpg,
"오롯이, 한옥",서울특별시 종로구 필운대로5가길 13-4 (누하동),32,126.9680049295,37.5800052708,,0507-1342-2361
오류동역 광장,서울특별시 구로구 오류동,12,126.8440130701,37.4950518158,http://tong.visitkorea.or.kr/cms/resource/10/3401710_image2_1.JPG,
오류시장,서울특별시 구로구 경인로19가길 14-1 (오류동),38,126.8433408649,37.4966071783,http://tong.visitkorea.or.kr/cms/resource/83/3558683_image2_1.jpg,
오리엔스호텔&레지던스,서울특별시 중구 삼일대로2길 50 (예장동),32,126.9911422728,37.5601413273,http://tong.visitkorea.or.kr/cms/resource/47/3079547_image2_1.jpg,
오리지날 백패커스,서울특별시 종로구 종로 313-3 (창신동),32,127.0125455275,37.5724874994,,02-742-4599
오만지아,서울특별시 용산구 유엔빌리지길 14,39,127.0098635282,37.5340335862,http://tong.visitkorea.or.kr/cms/resource/89/2789789_image2_1.jpg,
오메가 롯데 월드타워점,서울특별시 송파구 올림픽로 300,38,127.1040749597,37.5141653654,http://tong.visitkorea.or.kr/cms/resource/92/2879092_image2_1.jpg,
오메가 신세계 강남점,서울특별시 서초구 신반포로 176 3층,38,127.0035815712,37.5056062193,,
오메가 현대 목동점,서울특별시 양천구 목동동로257,38,126.8747288364,37.5263292843,,
오모리찌개 잠실본점,서울특별시 송파구 송파대로 471,39,127.1040779097,37.5080938480,http://tong.visitkorea.or.kr/cms/resource/49/2839449_image2_1.jpg,
오목공원,서울특별시 양천구 목동서로 159-2 (목동),12,126.8736427870,37.5276541111,http://tong.visitkorea.or.kr/cms/resource/78/3384678_image2_1.JPG,
오미가,서울특별시 강남구 논현로 833 (신사동),39,127.0278760935,37.5228685396,http://tong.visitkorea.or.kr/cms/resource/75/2869475_image2_1.jpg,
오미요리연구소,서울특별시 동대문구 약령시로 97-1 (제기동),12,127.0409426362,37.5832062084,http://tong.visitkorea.or.kr/cms/resource/34/3428434_image2_1.JPG,
오박사네왕돈까스 본점,서울특별시 성북구 혜화로 80,39,126.9989961906,37.5926488015,http://tong.visitkorea.or.kr/cms/resource/02/2839202_image2_1.jpg,
오버도즈도넛앤커피,서울특별시 성동구 왕십리로10길 19 (성수동1가),39,127.0466514858,37.5466994421,http://tong.visitkorea.or.kr/cms/resource/51/2894851_image2_1.JPG,
오버스토리,서울특별시 성북구 선잠로2다길 13-13,39,126.9996348473,37.5987786564,http://tong.visitkorea.or.kr/cms/resource/21/2839221_image2_1.jpg,
오복함흥냉면,서울특별시 용산구 한강대로84길 4 (남영동),39,126.9728971826,37.5435234866,http://tong.visitkorea.or.kr/cms/resource/80/2856480_image2_1.jpg,
오브제,서울특별시 중구 장충단로13길 20 (을지로6가)1층,38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/57/3313657_image2_1.jpg,
오선채,서울특별시 서초구 남부순환로 2634-8,39,127.0387178528,37.4847037214,,
오설록 티하우스 북촌점,서울특별시 종로구 북촌로 45 (가회동),39,126.9845867215,37.5810665560,http://tong.visitkorea.or.kr/cms/resource/84/3446384_image2_1.JPG,
오설록 현대미술관,서울특별시 종로구 삼청로 30,38,126.9799038846,37.5785945367,,
오소리순대,서울특별시 동대문구 회기로4길 16,39,127.0371538836,37.5905469540,http://tong.visitkorea.or.kr/cms/resource/18/3474718_image2_1.jpg,
오스테리아 오르조,서울특별시 용산구 한남대로20길 47 (한남동),39,127.0095079795,37.5349473617,http://tong.visitkorea.or.kr/cms/resource/23/2849523_image2_1.jpg,
오아시스 청담점,서울특별시 강남구 도산대로55길 20,39,127.0406193214,37.5248296518,http://tong.visitkorea.or.kr/cms/resource/70/2845770_image2_1.jpg,
오야니 현대가든파이브,"서울특별시 송파구 충민로 66, 1층",38,127.1249768726,37.4776672007,,
오양회참치,서울특별시 중구 세종대로21길 49 (태평로1가),39,126.9756156641,37.5688094861,,
오엔(ON),서울특별시 강남구 압구정로11길 37-30,39,127.0176130028,37.5276677975,http://tong.visitkorea.or.kr/cms/resource/30/3564030_image2_1.jpg,02-3442-1582
오우가,서울특별시 중구 명동8가길 42,39,126.9872286877,37.5619882646,,02-753-7533
오월호텔,서울특별시 강남구 언주로85길 27 (역삼동),32,127.0410782986,37.5006324696,http://tong.visitkorea.or.kr/cms/resource/25/3080825_image2_1.JPG,
오조크,서울특별시 강북구 도봉로 62 (미아동),38,127.0305315802,37.6146468109,http://tong.visitkorea.or.kr/cms/resource/99/3314399_image2_1.jpg,
오즈세컨,서울특별시 중구 장충단로13길 20 (을지로6가)4층,38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/36/3313536_image2_1.jpg,
오즈세컨,서울특별시 관악구 봉천로 209 (봉천동),38,126.9249974851,37.4905482278,http://tong.visitkorea.or.kr/cms/resource/40/3314340_image2_1.jpeg,
오츠커피 용산점,서울특별시 용산구 원효로89길 13-12 (원효로1가),39,126.9677782911,37.5404681946,http://tong.visitkorea.or.kr/cms/resource/64/2855564_image2_1.jpg,
오케이 게스트하우스,서울특별시 동작구 알마타길 21-18,32,126.9278105264,37.5115569487,,010-2946-1708
오크우드 프리미어 코엑스 센터,서울특별시 강남구 테헤란로87길 46 (삼성동),32,127.0582208886,37.5110343480,http://tong.visitkorea.or.kr/cms/resource/46/3572546_image2_1.jpg,
오클라우드호텔,서울특별시 서초구 사평대로58길 12 오클라우드 호텔,32,127.0237186979,37.5030929836,http://tong.visitkorea.or.kr/cms/resource/24/2813624_image2_1.jpg,02-3480-8640
오페라성형외과의원,서울특별시 서초구 강남대로 527 (반포동),38,127.0218659178,37.5091394705,http://tong.visitkorea.or.kr/cms/resource/91/3314091_image2_1.jpg,
오프웍스,서울특별시 중구 장충단로13길 20 (을지로6가),38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/56/3314856_image2_1.jpg,
오프트,서울특별시 성동구 왕십리로10길 20,39,127.0466903757,37.5465327960,http://tong.visitkorea.or.kr/cms/resource/10/2894910_image2_1.JPG,
오픈클로젯,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/03/3313603_image2_1.jpeg,
오향가가락본점,서울특별시 송파구 송이로 106,39,127.1214044311,37.4968204688,,
오향족발,서울특별시 마포구 만리재로 19 공덕시장,39,126.9533433790,37.5445785695,http://tong.visitkorea.or.kr/cms/resource/03/3572303_image2_1.jpg,02-715-7719
오후 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),38,126.8827871414,37.5012129024,http://tong.visitkorea.or.kr/cms/resource/24/3313424_image2_1.jpg,
오휘,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/07/3313907_image2_1.jpg,
오휘&후스파 명동,서울특별시 중구 명동10길 41,12,126.9858871398,37.5621104492,http://tong.visitkorea.or.kr/cms/resource/27/2826027_image2_1.jpg,
옥경이네 건생선,서울특별시 중구 퇴계로85길 7 (황학동),39,127.0195506248,37.5661550275,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image2_1.jpg,
옥돌현옥,서울특별시 송파구 오금로36길 26-1,39,127.1240873857,37.5015810755,http://tong.visitkorea.or.kr/cms/resource/07/2849607_image2_1.jpg,
옥동식,"서울특별시 마포구 양화로7길 44-10 (서교동, 3차신도빌라)",39,126.9145411304,37.5527185954,http://tong.visitkorea.or.kr/cms/resource/08/2871208_image2_1.jpg,
옥류헌릴렉스,서울특별시 강북구 삼양로181길 142 옥류정,39,127.0079348542,37.6695789043,http://tong.visitkorea.or.kr/cms/resource/85/2838285_image2_1.jpg,
옥소반 마곡본점,서울특별시 강서구 마곡중앙6로 45 리더스퀘어마곡,39,126.8327344769,37.5606856530,http://tong.visitkorea.or.kr/cms/resource/51/2849351_image2_1.jpg,
옥수해물찜칼국수,서울특별시 성동구 독서당로40길 39 (옥수동),39,127.0180125664,37.5417883867,http://tong.visitkorea.or.kr/cms/resource/20/2845120_image2_1.jpg,
옥천암(서울),서울특별시 서대문구 홍지문길 1-38 (홍은동),12,126.9539196180,37.5971141398,http://tong.visitkorea.or.kr/cms/resource/33/3565333_image2_1.jpg,
온 가족 책 잔치,서울특별시 종로구 북촌로5길 48 (화동),15,126.9823786270,37.5797361152,http://tong.visitkorea.or.kr/cms/resource/51/3564751_image2_1.jpg,02-2011-5742
온누리약국 종로,"서울특별시 종로구 종로 293, 1층(창신동)",38,127.0105123957,37.5719180845,http://tong.visitkorea.or.kr/cms/resource/89/2878189_image2_1.jpg,
온더스팟 명동점,서울특별시 중구 명동8길 37-4,38,126.9851760970,37.5619910058,http://tong.visitkorea.or.kr/cms/resource/42/2878642_image2_1.jpg,
온량,서울특별시 성동구 서울숲4길 26-10 (성수동1가),39,127.0434517687,37.5469937952,http://tong.visitkorea.or.kr/cms/resource/23/2894923_image2_1.jpg,
온마을,서울특별시 종로구 삼청로 127,39,126.9815507265,37.5867297317,http://tong.visitkorea.or.kr/cms/resource/08/399208_image2_1.jpg,02-738-4231
온수공원,서울특별시 구로구 고척로21나길 103 (개봉동),12,126.8397382631,37.5020481486,http://tong.visitkorea.or.kr/cms/resource/95/3467295_image2_1.jpg,
온수도시자연공원(잣절공원),서울특별시 구로구 고척로21나길 103 (개봉동),12,126.8397382631,37.5020481486,http://tong.visitkorea.or.kr/cms/resource/33/3558633_image2_1.jpg,
온스테이,서울특별시 성북구 삼선교로8길 43-12 (삼선동1가),32,127.0083205481,37.5853414853,,010-2248-7340
온앤온,서울특별시 중구 장충단로13길 20 (을지로6가)4층,38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/43/3313743_image2_1.jpg,
온앤온,서울특별시 관악구 봉천로 209 (봉천동),38,126.9249974851,37.4905482278,http://tong.visitkorea.or.kr/cms/resource/79/3314779_image2_1.jpeg,
온앤온 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),38,126.8827871414,37.5012129024,http://tong.visitkorea.or.kr/cms/resource/03/3313703_image2_1.jpg,
온앤온 현대동대문,서울특별시 중구 장충단로13길 20(을지로6가),38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/11/3314011_image2_1.jpg,
온유헌 바이 버틀러리,서울특별시 종로구 계동길 92-19 (계동),32,126.9874892192,37.5816109890,http://tong.visitkorea.or.kr/cms/resource/58/3078458_image2_1.jpg,
온정텐동,서울특별시 마포구 양화로23길 10-10,39,126.9257871395,37.5593569138,,
온천집 익선,서울특별시 종로구 돈화문로11나길 31-8,39,126.9898308866,37.5740591309,http://tong.visitkorea.or.kr/cms/resource/69/2997169_image2_1.jpg,
올댓댄스페스티벌,서울특별시 광진구 강변북로 2273 (자양동),15,127.0739939307,37.5294186076,http://tong.visitkorea.or.kr/cms/resource/89/3542089_image2_1.JPG,02-120
올드앤뉴,서울특별시 용산구 청파로74,38,126.9596403612,37.5327661657,http://tong.visitkorea.or.kr/cms/resource/10/2891210_image2_1.jpg,
올로지,서울특별시 중구 퇴계로87길 3-8 (황학동),39,127.0209088337,37.5661717171,,
올리바인 스파,서울특별시 종로구 통일로16길 4-1 (무악동),12,126.9576059961,37.5758166818,http://tong.visitkorea.or.kr/cms/resource/98/3521798_image2_1.jpg,
올리브마트,서울특별시 중구 장충단로 229-3(광희동1가),38,127.0071434449,37.5653215681,http://tong.visitkorea.or.kr/cms/resource/76/2878676_image2_1.jpg,
올리브영 강남 타운,서울특별시 서초구 강남대로 429,38,127.0257880178,37.5008460593,,
올리브영 강남파이낸스,서울특별시 강남구 테헤란로 152 (역삼동),38,127.0365231734,37.5000768968,http://tong.visitkorea.or.kr/cms/resource/99/2888399_image2_1.jpg,
올리브영 김포공항,서울특별시 강서구 하늘길 38 (방화동),38,126.8029148466,37.5652540347,http://tong.visitkorea.or.kr/cms/resource/82/2888382_image2_1.jpg,
올리브영 노원,"서울특별시 노원구 상계로 65 (상계동, 105호, 106호)",38,127.0622608296,37.6564230805,http://tong.visitkorea.or.kr/cms/resource/69/2888069_image2_1.jpg,
올리브영 등촌,서울특별시 양천구 목동중앙북로7길 20,38,126.8675955208,37.5488043226,http://tong.visitkorea.or.kr/cms/resource/23/2880123_image2_1.jpg,
올리브영 디큐브시티,서울특별시 구로구 경인로 662 (신도림동),38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/59/2880159_image2_1.jpg,
올리브영 마포역,"서울특별시 마포구 마포대로 53, 1층 115호(도화동, 마포트라팰리스)",38,126.9470718157,37.5414843719,http://tong.visitkorea.or.kr/cms/resource/94/2888894_image2_1.jpg,
올리브영 명동본점,서울특별시 중구 명동길 53 (명동1가),38,126.9851899237,37.5641435337,http://tong.visitkorea.or.kr/cms/resource/81/2888381_image2_1.jpg,
올리브영 상암푸르지오시티,서울특별시 마포구 월드컵북로54길 25,38,126.8897259005,37.5819869716,http://tong.visitkorea.or.kr/cms/resource/40/2888440_image2_1.jpg,
올리브영 선릉역,서울특별시 강남구 선릉로 513 (역삼동),38,127.0483191731,37.5053320544,,
올리브영 선정릉역,서울특별시 강남구 선릉로 602(삼성동),38,127.0440305230,37.5106980211,http://tong.visitkorea.or.kr/cms/resource/71/2879771_image2_1.jpg,
올리브영 연신내로데오,"서울특별시 은평구 연서로 221(갈현동,1층)",38,126.9198193454,37.6184777102,http://tong.visitkorea.or.kr/cms/resource/66/2888766_image2_1.jpg,
올리브영 왕십리엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동),38,127.0384101499,37.5614947974,,
올리브영 중랑점,서울특별시 중랑구 망우로32길 6,38,127.0763307826,37.5936139699,,
올리브영 청구역,서울특별시 중구 다산로 168 성원빌딩,38,127.0130375462,37.5584946901,http://tong.visitkorea.or.kr/cms/resource/39/2878739_image2_1.jpg,
올리브영 청담역,"서울특별시 강남구 삼성로 716, 1층(청담동)",38,127.0500602669,37.5199609425,http://tong.visitkorea.or.kr/cms/resource/66/2888466_image2_1.jpg,
올리브영 하왕십리점,서울특별시 성동구 왕십리로 331,38,127.0328189586,37.5626890023,,
올리브영 한양대,서울특별시 성동구 행당동 19-98,38,127.0406739034,37.5589951285,http://tong.visitkorea.or.kr/cms/resource/72/2878772_image2_1.jpg,
올리브영 합정메세나폴리스,서울특별시 마포구 서교동 490,38,126.9136829551,37.5498911308,,
올리브영 홈플러스잠실,서울특별시 송파구 올림픽로35가길 16,38,127.1030222173,37.5163039873,http://tong.visitkorea.or.kr/cms/resource/10/2878910_image2_1.jpg,
올리브영 홍대중앙,서울특별시 마포구 어울마당로 68,38,126.9215044287,37.5511522355,,
올림픽공원,서울특별시 송파구 올림픽로 424 (방이동),12,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/59/3527359_image2_1.jpg,
올림픽공원 SK올림픽핸드볼경기장,서울특별시 송파구 올림픽로 424 (방이동),28,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/78/3029078_image2_1.jpg,
올림픽공원 들꽃마루,서울특별시 송파구 올림픽로 424 (방이동),12,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/53/3516653_image2_1.jpg,
올림픽공원 올림픽홀,서울특별시 송파구 올림픽로 424 (방이동),14,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/63/3085163_image2_1.JPG,
올림픽공원피크닉장,서울특별시 송파구 올림픽로 424 (방이동),12,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/93/3467493_image2_1.jpg,
올림픽기념국민생활관,서울특별시 종로구 성균관로 91 (혜화동),28,117.9925662504,19.6944274800,http://tong.visitkorea.or.kr/cms/resource/53/3501553_image2_1.jpg,
올림픽대교,서울특별시 송파구 신천동,12,127.1053604352,37.5324160470,http://tong.visitkorea.or.kr/cms/resource/54/3393354_image2_1.JPG,
올림픽체조경기장(KSPO DOME),서울특별시 송파구 올림픽로 424 (방이동),28,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/09/3533809_image2_1.jpg,
올세인츠 갤러리아 WEST 여성복,서울특별시 강남구 압구정로 343,38,127.0400692668,37.5285292127,http://tong.visitkorea.or.kr/cms/resource/88/2890488_image2_1.jpg,
올세인츠 파르나스몰,서울특별시 강남구 테헤란로 521,38,127.0608234799,37.5092457134,http://tong.visitkorea.or.kr/cms/resource/20/2879920_image2_1.jpg,
올젠,서울특별시 서대문구 신촌로83,38,126.9358252045,37.5561435782,http://tong.visitkorea.or.kr/cms/resource/05/2891005_image2_1.jpg,
올젠,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/72/3313172_image2_1.jpeg,
올젠,서울특별시 관악구 봉천로 209 (봉천동),38,126.9249974851,37.4905482278,http://tong.visitkorea.or.kr/cms/resource/92/3314192_image2_1.jpeg,
올젠 롯데팩토리가산,서울특별시 금천구 벚꽃로278,38,126.8846459143,37.4795432303,http://tong.visitkorea.or.kr/cms/resource/87/2880287_image2_1.jpg,
올젠 현대동대문,"서울특별시 중구 장충단로13길 20, 6층(을지로6가, 현대시티아울렛)",38,127.0076821872,37.5687878415,http://tong.visitkorea.or.kr/cms/resource/08/2888908_image2_1.jpg,
올젠현대목동점,서울특별시 양천구 목동동로257,38,126.8747288364,37.5263292843,http://tong.visitkorea.or.kr/cms/resource/43/2880143_image2_1.jpg,
옳음,서울특별시 강남구 선릉로152길 37 (청담동),39,127.0426969134,37.5247074809,http://tong.visitkorea.or.kr/cms/resource/78/2867778_image2_1.jpg,
옹근달,서울특별시 성동구 성수이로7길 41-1 (성수동2가),39,127.0530149062,37.5427861223,http://tong.visitkorea.or.kr/cms/resource/61/2900861_image2_1.jpg,
와가리피순대,서울특별시 동대문구 왕산로9길 22,39,127.0278356396,37.5781676699,http://tong.visitkorea.or.kr/cms/resource/80/3578180_image2_1.jpg,
와룡공원,서울특별시 종로구 와룡공원길 192,12,126.9901581479,37.5912265856,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image2_1.jpg,
와릿이즌,서울특별시 강북구 도봉로 62 (미아동),38,127.0305315802,37.6146468109,http://tong.visitkorea.or.kr/cms/resource/24/3313024_image2_1.jpg,
와우성형외과,서울특별시 강남구 테헤란로101 9층,38,127.0280573169,37.4986630200,http://tong.visitkorea.or.kr/cms/resource/47/2879847_image2_1.jpg,
와이드앵글,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/74/3313774_image2_1.jpeg,
와이드앵글 롯데팩토리가산,서울특별시 금천구 벚꽃로278,38,126.8846459143,37.4795432303,http://tong.visitkorea.or.kr/cms/resource/27/2880327_image2_1.jpg,
와이드앵글 현대가든파이브,"서울특별시 송파구 충민로 66, 3층",38,127.1249768726,37.4776672007,,
와이와이케이,서울특별시 용산구 이태원로54가길 13 (한남동),38,127.0017780641,37.5371941846,http://tong.visitkorea.or.kr/cms/resource/67/3313167_image2_1.jpg,
와이즈유의원코스메틱 명동,"서울특별시 중구 명동8가길 52, 3층(충무로2가)",38,126.9879786250,37.5617938560,http://tong.visitkorea.or.kr/cms/resource/68/2888068_image2_1.jpg,
와이즈하우스,서울특별시 마포구 월드컵북로6길 89-9,32,126.9225040709,37.5606011548,,010-4487-7740
와이컨셉,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",38,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/11/3314111_image2_1.jpeg,
와이키키레저,서울특별시 마포구 마포나루길 332,28,126.8886655357,37.5589618514,http://tong.visitkorea.or.kr/cms/resource/96/2794396_image2_1.jpg,
와이키키마켓,서울특별시 마포구 마포나루길 332,39,126.8886655357,37.5589618514,,
와플목공방,서울특별시 성동구 왕십리로10길 5-6 (성수동1가),12,127.0454599134,37.5471938074,http://tong.visitkorea.or.kr/cms/resource/87/2947487_image2_1.jpg,
와하녹,서울특별시 종로구 창경궁로26길 38-13 (명륜4가),32,126.9999075272,37.5817723039,,010-7501-2722
완차이,서울특별시 서대문구 명물길 50-7,39,126.9393525884,37.5587127872,,02-392-0302
왕돈까스&왕냉면,서울특별시 관악구 남부순환로 1377,39,126.9038663674,37.4801990528,http://tong.visitkorea.or.kr/cms/resource/47/2371447_image2_1.jpg,02-862-6238
왕비집,서울특별시 중구 명동8가길 26,39,126.9864259937,37.5616160717,http://tong.visitkorea.or.kr/cms/resource/46/3108346_image2_1.JPG,02-3789-1945
왕솔약국,서울특별시 중구 남대문로 36(회현동1가),38,126.9798182800,37.5610076903,http://tong.visitkorea.or.kr/cms/resource/27/2887827_image2_1.jpg,
왕스덕 논현점,서울특별시 강남구 도산대로 130,39,127.0229905859,37.5172413270,http://tong.visitkorea.or.kr/cms/resource/96/2869496_image2_1.jpg,
왕십리맛골목,서울특별시 성동구 마조로 17 (행당동),12,127.0408710950,37.5594339699,http://tong.visitkorea.or.kr/cms/resource/01/3444601_image2_1.jpeg,
왕의장어,서울특별시 강북구 삼양로181길 141-5 (우이동),39,127.0076182199,37.6694622455,http://tong.visitkorea.or.kr/cms/resource/94/2840194_image2_1.jpg,
왜고개,서울특별시 용산구 한강대로40길 46 (용산동5가),12,126.9717476685,37.5300444768,http://tong.visitkorea.or.kr/cms/resource/07/3542807_image2_1.jpg,
외고집설렁탕,서울특별시 강남구 삼성로 555,39,127.0539351659,37.5110703781,http://tong.visitkorea.or.kr/cms/resource/31/2782231_image2_1.png,
외교사료관,서울특별시 서초구 남부순환로 2572 (서초동),14,127.0312796697,37.4836759292,http://tong.visitkorea.or.kr/cms/resource/21/3540521_image2_1.jpg,
외래향 서울대점,서울특별시 관악구 남부순환로 1801,39,126.9503954163,37.4818746892,http://tong.visitkorea.or.kr/cms/resource/26/2850226_image2_1.jpg,
외양간,서울특별시 마포구 성미산로 13,39,126.9096108626,37.5584511741,http://tong.visitkorea.or.kr/cms/resource/72/3576872_image2_1.jpg,02-334-7942
요리하는남자,서울특별시 송파구 백제고분로7길 27 (잠실동),39,127.0818826264,37.5109347850,http://tong.visitkorea.or.kr/cms/resource/76/3474776_image2_1.jpg,02-419-1511
요하넥스,서울특별시 관악구 봉천로 209 (봉천동),38,126.9249974851,37.4905482278,http://tong.visitkorea.or.kr/cms/resource/80/3312880_image2_1.jpeg,
용굴암(서울),서울특별시 노원구 덕릉로129가길 242,12,127.0822469969,37.6878781158,http://tong.visitkorea.or.kr/cms/resource/86/1806286_image2_1.jpg,
용궁횟집,서울특별시 동작구 노들로 674,39,126.9355902885,37.5145456302,http://tong.visitkorea.or.kr/cms/resource/86/3570886_image2_1.jpg,02-2254-7942
용금옥,서울특별시 중구 다동길 24-2,39,126.9805263585,37.5677235893,http://tong.visitkorea.or.kr/cms/resource/95/3083895_image2_1.jpg,02-777-1689
용두동 쭈꾸미골목,서울특별시 동대문구 용두동,12,127.0372154044,37.5759403196,http://tong.visitkorea.or.kr/cms/resource/51/3567851_image2_1.jpg,
용두동복집,서울특별시 동대문구 왕산로16길 9 (용두동),39,127.0313520048,37.5775150311,http://tong.visitkorea.or.kr/cms/resource/79/2842879_image2_1.jpg,
용두동쭈꾸미 본점,서울특별시 동대문구 무학로36길 10,39,127.0310964799,37.5772567231,http://tong.visitkorea.or.kr/cms/resource/86/3575286_image2_1.jpg,
용마랜드,서울특별시 중랑구 망우로70길 118 (망우동),12,127.1049059157,37.5950643172,,
용마루 숲길 축제,서울특별시 용산구 효창원로55길 8 (용문동),15,126.9605734386,37.5388210345,http://tong.visitkorea.or.kr/cms/resource/93/3551493_image2_1.jpg,010-9771-2090
용마산,서울특별시 중랑구 면목동,12,127.0958157577,37.5711530424,,
용마폭포공원,서울특별시 중랑구 용마산로 250-12 (면목동),12,127.0891385242,37.5734054382,,
용마해장국,서울특별시 중랑구 용마공원로5길 20 (망우동),39,127.1022978334,37.5945893250,http://tong.visitkorea.or.kr/cms/resource/79/2836179_image2_1.jpg,
용산 국가유산 야행,서울특별시 용산구 효창원로 177-18 (효창동),15,126.9618926006,37.5445620575,http://tong.visitkorea.or.kr/cms/resource/52/3529952_image2_1.jpg,02-2199-7245
용산가족공원,서울특별시 용산구 서빙고로 185 (용산동6가),12,126.9832663463,37.5200458446,http://tong.visitkorea.or.kr/cms/resource/49/3507949_image2_1.jpg,
용산공원 부분개방부지,서울특별시 용산구 서빙고로 221,12,126.9891990540,37.5230622673,http://tong.visitkorea.or.kr/cms/resource/27/3535027_image2_1.jpg,
용산공원 부분개방부지,서울특별시 용산구 서빙고로 238 (서빙고동),12,126.9900629507,37.5200070821,http://tong.visitkorea.or.kr/cms/resource/53/3458353_image2_1.jpg,
용산도시기억전시관,서울특별시 용산구 서빙고로 17 (한강로3가),14,126.9667565805,37.5256560080,http://tong.visitkorea.or.kr/cms/resource/81/3437081_image2_1.jpg,
